player_id,player_name,entropy
702332,Caleb Durbin,2.409095127697777
663330,Jahmai Jones,2.408573763855504
623168,Tyler Heineman,2.3995539163788275
608070,José Ramírez,2.3853743610707583
686475,Tyler Tolbert,2.3847007958111357
514888,Jose Altuve,2.3836786488477326
687551,Drew Gilbert,2.378807234209065
669743,Alex Call,2.375662138691412
663743,Nick Fortes,2.3756575090235703
672695,Geraldo Perdomo,2.3755312549475844
677951,Bobby Witt Jr.,2.373702557593051
691594,Javier Sanoja,2.3690300560373787
664770,Nathan Lukes,2.365716502149071
695734,Daylen Lile,2.361472473954505
691406,Junior Caminero,2.3611595681107476
682641,Luis Matos,2.357572988082304
643446,Jeff McNeil,2.355252175519631
665742,Juan Soto,2.3550462615371797
680474,Max Schuemann,2.3545936807137617
608324,Alex Bregman,2.3529285522680565
649966,Luis Urías,2.352863398802256
694497,Evan Carter,2.3497555170636106
624413,Pete Alonso,2.3496119426469257
680737,Michael Helman,2.348978125767044
671056,Iván Herrera,2.348726995683716
571448,Nolan Arenado,2.3477126324019153
694384,Nolan Schanuel,2.33857637829477
593428,Xander Bogaerts,2.335817743381896
686555,Isaac Collins,2.3357494323870958
687363,Victor Scott II,2.3352418931703287
807713,Matt Shaw,2.3346061448119575
592450,Aaron Judge,2.3343061670144567
682663,Agustín Ramírez,2.3330760969947444
686469,Vinnie Pasquantino,2.3323751662020857
664702,Myles Straw,2.3319386126110526
516782,Starling Marte,2.331579789655158
686676,Korey Lee,2.3306481892565514
657656,Ramón Laureano,2.3303163502208215
665877,José Fermín,2.329810984314152
543807,George Springer,2.328979416584038
807712,Luke Keaschall,2.3286436609137606
665489,Vladimir Guerrero Jr.,2.327527628532839
678882,Ceddanne Rafaela,2.3270663647143084
670770,TJ Friedl,2.3269298075892766
682998,Corbin Carroll,2.325948739437794
673357,Luis Robert Jr.,2.3251359639205518
679845,Nick Loftin,2.32494028487889
669707,Jared Triolo,2.3227370851777067
656582,Connor Joe,2.32116003806458
687401,Joey Ortiz,2.3198478596643892
664728,Kyle Isbel,2.3197834322225024
670623,Isaac Paredes,2.3184680409570673
666971,Lourdes Gurriel Jr.,2.318012757742972
596019,Francisco Lindor,2.31778647761624
645302,Victor Robles,2.316744171988286
694192,Jackson Chourio,2.3163792638211347
621438,Tyrone Taylor,2.3160272647162055
647351,Abraham Toro,2.315061754986457
573262,Mike Yastrzemski,2.3146032007008785
665926,Andrés Giménez,2.3145965516607414
606466,Ketel Marte,2.3143800968462642
676391,Ernie Clement,2.3140283110956923
630105,Jake Cronenworth,2.313307169654994
693304,Nick Gonzales,2.3112603227018402
656716,Zach McKinstry,2.3108475454304873
683002,Gunnar Henderson,2.310595738572971
656305,Matt Chapman,2.310545797886214
691718,Pete Crow-Armstrong,2.3095641240174674
641355,Cody Bellinger,2.3094237360037155
677594,Julio Rodríguez,2.3087611354174657
686217,Sal Frelick,2.3076392616378842
677008,Heston Kjerstad,2.3073769104177138
624641,Edmundo Sosa,2.305583525193827
665161,Jeremy Peña,2.3043325066704634
687231,Darell Hernaiz,2.3039245118054708
593871,Jorge Polanco,2.3036722077378777
543877,Christian Vázquez,2.3035908006450176
669224,Austin Wells,2.303016867367133
643217,Andrew Benintendi,2.302490627765581
657757,Gavin Sheets,2.302245311681684
667670,Brent Rooker,2.3020485806209363
700250,Ben Rice,2.3019356691377615
669242,Tommy Edman,2.2993666584867047
656775,Cedric Mullins,2.2991900070295497
643289,Mauricio Dubón,2.298921915838961
668227,Randy Arozarena,2.2986324665621374
545341,Randal Grichuk,2.2985157841279364
677587,Brayan Rocchio,2.2983531008260063
624431,Jose Trevino,2.297385112498712
592518,Manny Machado,2.2963824817178966
672580,Maikel Garcia,2.2948840074282737
669127,Shea Langeliers,2.294490890981887
605141,Mookie Betts,2.2933772637641074
663656,Kyle Tucker,2.291888296167832
681460,Brooks Baldwin,2.2917418991992866
578428,Jose Iglesias,2.2913934277783072
543760,Marcus Semien,2.288589247329567
661388,William Contreras,2.2885803437322783
701538,Jackson Merrill,2.2884121129962036
608348,Carson Kelly,2.287010574392071
521692,Salvador Perez,2.286448638131188
628451,Andy Ibáñez,2.285929913281737
664059,Sam Haggerty,2.28484938782229
596146,Max Kepler,2.2848147696524315
683011,Anthony Volpe,2.284353458696681
681962,Vinny Capra,2.284062067248972
608385,Jesse Winker,2.281448984952475
678246,Miguel Vargas,2.2813533259886283
672515,Gabriel Moreno,2.281300658347128
518692,Freddie Freeman,2.2811981486304087
805367,Chase Meidroth,2.2810868801210513
693307,Dillon Dingler,2.2810071876960833
575929,Willson Contreras,2.2809146401627682
608369,Corey Seager,2.280895854468581
679032,Johan Rojas,2.2802867582644133
669477,Casey Schmitt,2.279533276114693
669720,Austin Hays,2.278402322132828
660162,Yoán Moncada,2.277891103959587
645277,Ozzie Albies,2.277560004308949
666163,Ben Rortvedt,2.277168512907826
527038,Wilmer Flores,2.2770112609808355
672640,Otto Lopez,2.2766004950376697
681987,Nate Eaton,2.276424559690226
676609,José Caballero,2.2758320066717768
696285,Jacob Young,2.2747696165960027
660271,Shohei Ohtani,2.2744817442909544
571657,Kyle Farmer,2.2733353280603623
680718,Addison Barger,2.273313991200218
676475,Alec Burleson,2.2727130957481223
702284,Cole Young,2.272368562489633
543309,Kyle Higashioka,2.271190508316018
607208,Trea Turner,2.271087846339368
657136,Connor Wong,2.269572149339298
621493,Taylor Ward,2.268553271268135
678391,Jorbit Vivas,2.268293751254765
666176,Jo Adell,2.268018797224819
665019,Kody Clemens,2.2677402745594573
605137,Josh Bell,2.26773494439172
680776,Jarren Duran,2.2674724912621507
609280,Miguel Andujar,2.2664271525807282
595978,Austin Hedges,2.2662750918286823
672386,Alejandro Kirk,2.2651925976405063
670541,Yordan Alvarez,2.264964809489766
679529,Spencer Torkelson,2.2646174409710977
691182,Adael Amador,2.2637503680244446
621439,Byron Buxton,2.263026967278757
502054,Tommy Pham,2.2629608818011224
666310,Bo Naylor,2.262900530131736
672761,Wenceel Pérez,2.262427513540608
669369,Bryce Johnson,2.262274817330919
650490,Yandy Díaz,2.2617648616990125
666139,Josh Lowe,2.2613508183232836
687263,Zach Neto,2.2606973921261386
656811,Ryan O'Hearn,2.26061901469655
668800,Andrew Knizner,2.2604595392750886
676801,Chas McCormick,2.2602744374794788
691026,Masyn Winn,2.2593471551520214
457705,Andrew McCutchen,2.258849501691637
605170,Victor Caratini,2.2584138558095512
681481,Kerry Carpenter,2.258368688629577
669701,Josh Smith,2.257643728459176
681624,Andy Pages,2.2575978458559076
668715,Spencer Steer,2.257575475972835
669289,Santiago Espinal,2.257512377685173
669394,Jake Burger,2.25747462425788
700932,Kyle Manzardo,2.2572753060378385
680779,Henry Davis,2.257086627323012
689414,Liam Hicks,2.2567355765274075
660821,Jesús Sánchez,2.2565445730533105
647304,Josh Naylor,2.256216654971409
671277,Luis García Jr.,2.2561692747678173
670764,Taylor Walls,2.2559068060449747
592206,Nick Castellanos,2.2556975543673037
650968,Yohel Pozo,2.2555971287483185
664034,Ty France,2.2553348731477154
682657,Angel Martínez,2.2550076291049597
663728,Cal Raleigh,2.254124274965329
695657,Colson Montgomery,2.253987166724784
676694,Jake Meyers,2.2531584642011806
665828,Oswaldo Cabrera,2.253076265720522
701675,Nathan Church,2.252941521981388
673548,Seiya Suzuki,2.252788541711084
592663,J.T. Realmuto,2.252636353626869
683734,Andrew Vaughn,2.252339278171278
680977,Brendan Donovan,2.2521026440841947
676059,Jordan Westburg,2.251860149830997
671218,Heliot Ramos,2.251860035693029
665487,Fernando Tatis Jr.,2.251401406590208
682622,Noelvi Marte,2.249594504498308
695238,Will Wagner,2.2494720533296597
694671,Wyatt Langford,2.2494661638655753
696100,Hunter Goodman,2.248767126016288
641933,Tyler O'Neill,2.2487642513389305
676572,Eric Wagaman,2.2487379266172556
672820,Lenyn Sosa,2.2484733542869835
668904,Royce Lewis,2.248386372148456
669016,Brandon Marsh,2.247601303990978
665966,Carlos Narváez,2.247053239486845
553993,Eugenio Suárez,2.246818314815739
680777,Ryan Jeffers,2.2467411139961797
663647,Ke'Bryan Hayes,2.2463850918020642
694374,Tim Tawa,2.2463651444612163
666018,Jonathan Aranda,2.2462642886672644
681715,Heriberto Hernández,2.2458372972192913
683766,Christian Koss,2.244423925087238
666181,Will Benson,2.2441524514197706
663616,Trevor Larnach,2.2437806700281917
666182,Bo Bichette,2.243266796433803
666185,Dylan Carlson,2.242364453113062
668670,Jake Rogers,2.2422084862451244
682928,CJ Abrams,2.242000458469362
664056,Harrison Bader,2.2417910023759697
621020,Dansby Swanson,2.2416089221140045
456781,Donovan Solano,2.2412968958893025
669364,Xavier Edwards,2.240728454381647
683227,Cody Freeman,2.2407049947243287
673237,Yainer Diaz,2.239841869449607
641680,Jonah Heim,2.239669713005282
602104,Ramón Urías,2.239053208578312
643396,Isiah Kiner-Falefa,2.2387256044845687
690022,Ryan Ritter,2.238127203455195
595777,Jurickson Profar,2.2379798049289144
656537,Derek Hill,2.237946607651436
662139,Daulton Varsho,2.2379302043804907
607043,Brandon Nimmo,2.2369315543120916
467793,Carlos Santana,2.2369022323846997
665862,Jazz Chisholm Jr.,2.236760814687621
650489,Willi Castro,2.234805275450868
547180,Bryce Harper,2.2344093973027768
681508,Mickey Gasper,2.23380754910796
663697,Jonathan India,2.2337371710958056
642715,Willy Adames,2.232270211709946
671739,Michael Harris II,2.231799430189296
656555,Rhys Hoskins,2.2316449744851177
642180,Tyler Wade,2.231287854273209
668901,Mark Vientos,2.2312784856149896
681082,Bryson Stott,2.231040558805966
682653,Warming Bernabel,2.2298896110625073
624585,Jorge Soler,2.2295830422265714
670242,Matt Wallner,2.229569066997808
621043,Carlos Correa,2.2294495414135866
663538,Nico Hoerner,2.228955556062755
642086,Dominic Smith,2.22872824882857
690993,Colt Keith,2.2279405470905704
694388,Joey Loperfido,2.2274605009548103
686668,Brenton Doyle,2.2273201141391845
664023,Ian Happ,2.226670141679427
642201,Eli White,2.2265118694989074
656413,Stuart Fairchild,2.226166550671015
608701,Rob Refsnyder,2.2259319447732024
691016,Tyler Soderstrom,2.22553348153393
606192,Teoscar Hernández,2.22537340647831
542303,Marcell Ozuna,2.225318765726049
686452,Drew Millas,2.2252399213409984
808982,Jung Hoo Lee,2.2244625138580623
572233,Christian Walker,2.223702088166132
683083,Nasim Nuñez,2.223381839608609
805300,Jakob Marsee,2.2230637237167405
805779,Jacob Wilson,2.223013658943643
681393,Connor Norby,2.2224031102331807
666969,Adolis García,2.2223867867348845
643376,Danny Jansen,2.221648408233266
682829,Elly De La Cruz,2.22160778960418
678554,Curtis Mead,2.2212198156548015
666152,David Hamilton,2.2211293501125384
642215,Weston Wilson,2.2209593658692857
677649,Ezequiel Duran,2.2206500421627586
669257,Will Smith,2.2197263242170586
592192,Mark Canha,2.2194106988809432
669065,Kyle Stowers,2.219162918335186
663853,Romy Gonzalez,2.219145339100091
650402,Gleyber Torres,2.2188294799262107
668885,Austin Martin,2.2188199088544405
665839,Enmanuel Valdez,2.2181385810603476
680757,Steven Kwan,2.217732951741659
655316,Andruw Monasterio,2.2177053195650687
672569,Gustavo Campero,2.217128728600907
664761,Alec Bohm,2.2170919257345245
641555,J.C. Escarra,2.2161064293336348
678662,Ezequiel Tovar,2.214057448059904
646240,Rafael Devers,2.2137312894763532
682927,Ronny Simon,2.213402791564026
502671,Paul Goldschmidt,2.2126678235454182
701358,Cam Smith,2.2120308127507013
670092,Trenton Brooks,2.21174650440795
671289,Tyler Freeman,2.2112161524870553
645444,Jose Herrera,2.21058038280913
668939,Adley Rutschman,2.2101446038902566
621566,Matt Olson,2.209649140448661
642731,Thairo Estrada,2.2090749431107928
668942,Josh Rojas,2.2088666388399805
664774,LaMonte Wade Jr.,2.207147837368667
624428,Adam Frazier,2.206446486280705
624512,Reese McGuire,2.205091145083794
686527,Dominic Canzone,2.2050074740811207
682177,Daniel Schneemann,2.2049452689118496
457759,Justin Turner,2.204682801281318
807799,Masataka Yoshida,2.204598777475316
663457,Lars Nootbaar,2.2043740540356027
656484,Tristan Gray,2.2042231068172127
663757,Trent Grisham,2.2040234919161272
543592,Austin Nola,2.2038598924411072
686780,Pedro Pagés,2.2037526684797495
666023,Freddy Fermin,2.203544934691675
688363,Graham Pauley,2.2033050846357973
686797,Brooks Lee,2.2027161443474763
677800,Wilyer Abreu,2.202337671229101
592626,Joc Pederson,2.201904794355219
666149,Tyler Fitzgerald,2.2016604486281217
571771,Enrique Hernández,2.2014201548904393
642133,Rowdy Tellez,2.2006452016945675
664983,Jake McCarthy,2.200380780081862
682668,Luisangel Acuña,2.1995983988455885
686611,Dylan Crews,2.197831826691687
682515,Logan Porter,2.1972245773362196
656941,Kyle Schwarber,2.196273193446155
571970,Max Muncy,2.1952599174121183
805373,Nacho Alvarez Jr.,2.195030390262938
663624,Ryan Mountcastle,2.194719527150928
680574,Matt McLain,2.194508421445051
620443,Luis Torrens,2.1943999136460257
500743,Miguel Rojas,2.193529249417608
691176,Jasson Domínguez,2.1934849132435876
570482,Gio Urshela,2.19347682782165
695391,Brett Harris,2.1931359648314044
669326,Bryce Teodosio,2.1925219263625357
665804,Miguel Amaya,2.1920720573159054
553869,Elias Díaz,2.191730861942323
641598,Mitch Garver,2.1915965559240624
641487,J.P. Crawford,2.191569877934612
683737,Michael Busch,2.1913625717344343
694208,Moisés Ballesteros,2.1894552576125985
664040,Brandon Lowe,2.1881905197645524
682626,Francisco Alvarez,2.187695363959824
642708,Amed Rosario,2.187658073517082
595879,Javier Báez,2.18689768391813
672275,Patrick Bailey,2.1858020977008303
670042,Luke Raley,2.1857685156396087
666160,Mickey Moniak,2.18368443513317
668709,JJ Bleday,2.183582024559878
687462,Spencer Horwitz,2.183445025565441
596115,Trevor Story,2.1829265475407826
650859,Luis Rengifo,2.1813995798612096
667472,Dane Myers,2.1801145951084444
572191,Michael A. Taylor,2.1799132147919416
677950,Alek Thomas,2.179434475274113
543510,James McCann,2.1788253073022528
668930,Brice Turang,2.178238259418163
691023,Jordan Walker,2.1781176386880743
690924,Braxton Fulford,2.1777394045136313
644433,Chadwick Tromp,2.1767324865575532
663993,Nathaniel Lowe,2.176651502041363
623993,Anthony Santander,2.175288831859262
545361,Mike Trout,2.175248144193395
686948,Drake Baldwin,2.174950235075511
663368,Blake Perkins,2.1745548158407355
641584,Jake Fraley,2.1740154454900633
669221,Sean Murphy,2.1734960336714177
673490,Ha-Seong Kim,2.1729421091129626
606115,Orlando Arcia,2.171520490107147
641943,Joshua Palacios,2.1715197540897555
624424,Michael Conforto,2.168772429616278
687952,Christian Encarnacion-Strand,2.167099743901909
607732,Jacob Stallings,2.166103552900038
694377,Nick Yorke,2.1656719371639546
650333,Luis Arraez,2.164830635697521
663897,Luke Williams,2.1643144836015744
